saddr,saddr_raw,daddr,daddr_raw,ipid,ttl,classification,success,sport,dport,udp_pkt_size,data,icmp_responder,icmp_type,icmp_code,icmp_unreach_str,repeat,cooldown,timestamp_str,timestamp_ts,timestamp_us,uri,version,mtype,token-length,code,mid,token,options,observable
120.196.80.116,1951450232,192.168.0.123,2063640768,41712,43,udp,1,5683,45318,284,"{
	""data"":	{
		""UplinkType"":	""Ethernet"",
		""MacAddress"":	""A47B2C1D1374"",
		""Radio"":	"""",
		""SSID"":	"""",
		""Noise"":	"""",
		""SNR"":	"""",
		""RSSI"":	"""",
		""RxRate"":	""1000"",
		""TxRate"":	""1000"",
		""RxRate_rt"":	""0.009"",
		""TxRate_rt"":	""0.075"",
		""Channel"":	""""
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:23:43.629+0100,1761657823,629357,/apdevice/query/UplinkStatus,3,552,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""JSON""}"
111.20.103.146,2456228975,192.168.0.123,2063640768,42779,41,udp,1,5683,43416,280,"{
	""data"":	{
		""UplinkType"":	""Ethernet"",
		""MacAddress"":	""64B2B4555B41"",
		""Radio"":	"""",
		""SSID"":	"""",
		""Noise"":	"""",
		""SNR"":	"""",
		""RSSI"":	"""",
		""RxRate"":	""100"",
		""TxRate"":	""100"",
		""RxRate_rt"":	""0.03"",
		""TxRate_rt"":	""0.70"",
		""Channel"":	""""
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:23:43.728+0100,1761657823,728086,/apdevice/query/UplinkStatus,3,544,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""JSON""}"
120.196.80.116,1951450232,192.168.0.123,2063640768,44301,43,udp,1,5683,43779,4908,"{
	""data"":	{
		""Devices"":	[{
				""IPAddress"":	""192.168.10.4"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""F2FD9B1C3DC9"",
				""VMacAddress"":	""F2FD9B1C3DC9"",
				""STAType"":	""phone"",
				""HostName"":	""OXF-AN00"",
				""UpTime"":	""2706"",
				""Radio"":	""5G"",
				""SSID"":	""泗海超市-5G"",
				""RSSI"":	""-80"",
				""RxRate"":	""6"",
				""TxRate"":	""260"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.8"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""A414371DCBEA"",
				""VMacAddress"":	""A414371DCBEA"",
				""STAType"":	""other"",
				""HostName"":	""anonymous"",
				""UpTime"":	""579427"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""100"",
				""TxRate"":	""100"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.168"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""C42F9085916D"",
				""VMacAddress"":	""C42F9085916D"",
				""STAType"":	""other"",
				""HostName"":	""anonymous"",
				""UpTime"":	""589929"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.7"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""BCAD28414F5B"",
				""VMacAddress"":	""BCAD28414F5B"",
				""STAType"":	""other"",
				""HostName"":	""anonymous"",
				""UpTime"":	""589869"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.14"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""F46D2F52049B"",
				""VMacAddress"":	""F46D2F52049B"",
				""STAType"":	""pc"",
				""HostName"":	""IPC"",
				""UpTime"":	""589934"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.201"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""54C41557680C"",
				""VMacAddress"":	""54C41557680C"",
				""STAType"":	""other"",
				""HostName"":	""anonymous"",
				""UpTime"":	""589927"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.200"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""BCAD28414F53"",
				""VMacAddress"":	""BCAD28414F53"",
				""STAType"":	""other"",
				""HostName"":	""anonymous"",
				""UpTime"":	""589935"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.149"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""34F7162FB738"",
				""VMacAddress"":	""34F7162FB738"",
				""STAType"":	""other"",
				""HostName"":	""TL-IPC44AN-4"",
				""UpTime"":	""39846"",
				""Radio"":	""2.4G"",
				""SSID"":	""泗海超市"",
				""RSSI"":	""-41"",
				""RxRate"":	""1"",
				""TxRate"":	""135"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.2"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""24753A6790D5"",
				""VMacAddress"":	""24753A6790D5"",
				""STAType"":	""phone"",
				""HostName"":	""OPPO-Find-X5-Pro"",
				""UpTime"":	""65451"",
				""Radio"":	""2.4G"",
				""SSID"":	""泗海超市"",
				""RSSI"":	""-44"",
				""RxRate"":	""8"",
				""TxRate"":	""258"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.3"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""F27899B54504"",
				""VMacAddress"":	""F27899B54504"",
				""STAType"":	""phone"",
				""HostName"":	""OPPO-Reno11-Pro-5G"",
				""UpTime"":	""52985"",
				""Radio"":	""2.4G"",
				""SSID"":	""泗海超市"",
				""RSSI"":	""-47"",
				""RxRate"":	""143"",
				""TxRate"":	""286"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddress"":	""192.168.10.5"",
				""STAIPv6IPAddress"":	""::"",
				""MacAddress"":	""345A6012BAFA"",
				""VMacAddress"":	""345A6012BAFA"",
				""STAType"":	""pc"",
				""HostName"":	""PC-20241122KCDJ"",
				""UpTime"":	""50713"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.000"",
				""TxRate_rt"":	""0.000""
			}, {
				""IPAddr",,,,,0,1,2025-10-28T14:24:11.802+0100,1761657851,802583,/apdevice/query/STAInfo,3,2944,1,2,2,2.05 Content,35848,4bc7,"{""CONTENT_FORMAT"": ""JSON""}"
111.20.103.146,2456228975,192.168.0.123,2063640768,42805,41,udp,1,5683,37989,1864,"{
	""data"":	{
		""Devices"":	[{
				""IPAddress"":	""192.168.10.7"",
				""STAIPv6IPAddress"":	"""",
				""MacAddress"":	""1215D2F97B59"",
				""VMacAddress"":	""1215D2F97B59"",
				""STAType"":	""others"",
				""HostName"":	""unknown"",
				""UpTime"":	""8474"",
				""Radio"":	""2.4G"",
				""SSID"":	""BXL"",
				""RSSI"":	""-51"",
				""RxRate"":	""229"",
				""TxRate"":	""172"",
				""RxRate_rt"":	""0.00"",
				""TxRate_rt"":	""0.00""
			}, {
				""IPAddress"":	""192.168.10.3"",
				""STAIPv6IPAddress"":	"""",
				""MacAddress"":	""1C1B0DBBEF18"",
				""VMacAddress"":	""1C1B0DBBEF18"",
				""STAType"":	""PC"",
				""HostName"":	""USER-QGI11VA0DO"",
				""UpTime"":	""18322"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""1000"",
				""TxRate"":	""1000"",
				""RxRate_rt"":	""0.00"",
				""TxRate_rt"":	""0.00""
			}, {
				""IPAddress"":	""192.168.10.13"",
				""STAIPv6IPAddress"":	"""",
				""MacAddress"":	""34F716E0BB31"",
				""VMacAddress"":	""34F716E0BB31"",
				""STAType"":	""others"",
				""HostName"":	"""",
				""UpTime"":	""41134"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""100"",
				""TxRate"":	""100"",
				""RxRate_rt"":	""0.00"",
				""TxRate_rt"":	""0.00""
			}, {
				""IPAddress"":	""192.168.10.4"",
				""STAIPv6IPAddress"":	"""",
				""MacAddress"":	""F02F74318683"",
				""VMacAddress"":	""F02F74318683"",
				""STAType"":	""PC"",
				""HostName"":	""admin-PC"",
				""UpTime"":	""50730"",
				""Radio"":	"""",
				""SSID"":	"""",
				""RSSI"":	"""",
				""RxRate"":	""100"",
				""TxRate"":	""100"",
				""RxRate_rt"":	""19.56"",
				""TxRate_rt"":	""0.45""
			}, {
				""IPAddress"":	""192.168.10.2"",
				""STAIPv6IPAddress"":	"""",
				""MacAddress"":	""52E2F1B1F870"",
				""VMacAddress"":	""52E2F1B1F870"",
				""STAType"":	""Phone"",
				""HostName"":	""ma-fei-fei"",
				""UpTime"":	""3779"",
				""Radio"":	""5G"",
				""SSID"":	""BXL-5G"",
				""RSSI"":	""-61"",
				""RxRate"":	""433"",
				""TxRate"":	""433"",
				""RxRate_rt"":	""0.00"",
				""TxRate_rt"":	""0.00""
			}],
		""STANumber"":	5
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:24:12.069+0100,1761657852,69710,/apdevice/query/STAInfo,3,2944,1,2,2,2.05 Content,18582,93f0,"{""CONTENT_FORMAT"": ""JSON""}"
120.196.80.116,1951450232,192.168.0.123,2063640768,46218,43,udp,1,5683,44425,2486,"{
	""data"":	{
		""Stats"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""SSID"":	""泗海超市"",
				""TotalBytesSent"":	-1462057062,
				""TotalBytesReceived"":	-1555318430,
				""TotalPacketsSent"":	4040918,
				""TotalPacketsReceived"":	10454012,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""SSID"":	""CMCC-BE80_Guest"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""SSID"":	""泗海超市_Wi-Fi5"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""SSID"":	""泗海超市-5G"",
				""TotalBytesSent"":	1321156759,
				""TotalBytesReceived"":	1302840683,
				""TotalPacketsSent"":	2370711,
				""TotalPacketsReceived"":	6832237,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""SSID"":	""MESH-0CBE86-5G"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""SSID"":	""CMCC-BE80-5G_Guest"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""SSID"":	""泗海超市-5G_Wi-Fi5"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}]
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:24:41.444+0100,1761657881,444147,/apdevice/query/WiFiStats,3,2944,1,2,2,2.05 Content,60116,024b,"{""CONTENT_FORMAT"": ""JSON""}"
111.20.103.146,2456228975,192.168.0.123,2063640768,44965,41,udp,1,5683,49878,3329,"{
	""data"":	{
		""Stats"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""SSID"":	""BXL"",
				""TotalBytesSent"":	2147483647,
				""TotalBytesReceived"":	650662440,
				""TotalPacketsSent"":	3587870,
				""TotalPacketsReceived"":	1984223,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	1313261,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	1313264
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""SSID"":	""CMCC_fh2g3"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""SSID"":	""CMCC-QLINK"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""SSID"":	""BXL-5G"",
				""TotalBytesSent"":	2147483647,
				""TotalBytesReceived"":	352960925,
				""TotalPacketsSent"":	42815961,
				""TotalPacketsReceived"":	23908978,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""SSID"":	""CMCC_fh5g2"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""SSID"":	""CMCC_fh5g3"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""SSID"":	""CMCC_fh5g4"",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""0"",
				""Index"":	1,
				""SSID"":	"""",
				""TotalBytesSent"":	329874270,
				""TotalBytesReceived"":	2147483647,
				""TotalPacketsSent"":	1602912,
				""TotalPacketsReceived"":	55313173,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""0"",
				""Index"":	2,
				""SSID"":	"""",
				""TotalBytesSent"":	2147483647,
				""TotalBytesReceived"":	875594463,
				""TotalPacketsSent"":	3937083,
				""TotalPacketsReceived"":	3129911,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}, {
				""Radio"":	""0"",
				""Index"":	3,
				""SSID"":	"""",
				""TotalBytesSent"":	0,
				""TotalBytesReceived"":	0,
				""TotalPacketsSent"":	0,
				""TotalPacketsReceived"":	0,
				""ErrorsSent"":	0,
				""ErrorsReceived"":	0,
				""DiscardPacketsSent"":	0,
				""DiscardPacketsReceived"":	0
			}]
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:24:41.566+0100,1761657881,566345,/apdevice/query/WiFiStats,3,2944,1,2,2,2.05 Content,44290,98c5,"{""CONTENT_FORMAT"": ""JSON""}"
120.196.80.116,1951450232,192.168.0.123,2063640768,47961,43,udp,1,5683,42015,2190,"{
	""data"":	{
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""Channel"":	""1"",
				""LoadRate"":	39,
				""Bandwidth"":	1
			}, {
				""Radio"":	""5G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""Channel"":	""48"",
				""LoadRate"":	3,
				""Bandwidth"":	0
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""Enable"":	1,
				""SSID"":	""泗海超市"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Encrypt"":	1,
				""Pwd"":	""AA888888889"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""Enable"":	0,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""SecurityMode"":	""WPA2-Personal"",
				""Encrypt"":	3,
				""Pwd"":	""!@#$%12345"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""Enable"":	0,
				""SSID"":	""CMCC-BE80_Guest"",
				""SecurityMode"":	""None"",
				""Encrypt"":	3,
				""Pwd"":	"""",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""Enable"":	0,
				""SSID"":	""泗海超市_Wi-Fi5"",
				""SecurityMode"":	""WPA2-Personal"",
				""Encrypt"":	1,
				""Pwd"":	""AA888888889"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSID"":	""泗海超市-5G"",
				""SecurityMode"":	""MIXED-WPA2WPA3"",
				""Encrypt"":	1,
				""Pwd"":	""AA888888889"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""Enable"":	1,
				""SSID"":	""MESH-0CBE86-5G"",
				""SecurityMode"":	""WPA2-Personal"",
				""Encrypt"":	3,
				""Pwd"":	""!@#$%12345"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""Enable"":	0,
				""SSID"":	""CMCC-BE80-5G_Guest"",
				""SecurityMode"":	""None"",
				""Encrypt"":	3,
				""Pwd"":	"""",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""Enable"":	0,
				""SSID"":	""泗海超市-5G_Wi-Fi5"",
				""SecurityMode"":	""WPA2-Personal"",
				""Encrypt"":	1,
				""Pwd"":	""AA888888889"",
				""MaxAssociateNum"":	64,
				""SSIDAdvertisementEnabled"":	1
			}]
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:25:10.787+0100,1761657910,787689,/apdevice/query/WiFiStatus,3,2944,1,2,1,2.05 Content,60177,01,"{""CONTENT_FORMAT"": ""JSON""}"
111.20.103.146,2456228975,192.168.0.123,2063640768,45271,41,udp,1,5683,33369,2137,"{
	""data"":	{
		""Radios"":	[{
				""Radio"":	""2.4G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""Channel"":	""11"",
				""LoadRate"":	49,
				""Bandwidth"":	1
			}, {
				""Radio"":	""5G"",
				""Enable"":	1,
				""TransmitPower"":	""100"",
				""Channel"":	""157"",
				""LoadRate"":	15,
				""Bandwidth"":	0
			}],
		""Configurations"":	[{
				""Radio"":	""2.4G"",
				""Index"":	1,
				""Enable"":	1,
				""SSID"":	""BXL"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""BXL117117"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	2,
				""Enable"":	0,
				""SSID"":	""CMCC-GUIDE-LINK"",
				""SecurityMode"":	""WPA2-Personal"",
				""Encrypt"":	3,
				""Pwd"":	"">fk2XZwL"",
				""MaxAssociateNum"":	10,
				""SSIDAdvertisementEnabled"":	0
			}, {
				""Radio"":	""2.4G"",
				""Index"":	3,
				""Enable"":	0,
				""SSID"":	""CMCC_fh2g3"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""12345678"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""2.4G"",
				""Index"":	4,
				""Enable"":	0,
				""SSID"":	""CMCC-QLINK"",
				""SecurityMode"":	""None"",
				""Encrypt"":	1,
				""Pwd"":	"""",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	5,
				""Enable"":	1,
				""SSID"":	""BXL-5G"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""BXL117117"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	6,
				""Enable"":	1,
				""SSID"":	""CMCC_fh5g2"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""12345678"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	0
			}, {
				""Radio"":	""5G"",
				""Index"":	7,
				""Enable"":	0,
				""SSID"":	""CMCC_fh5g3"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""12345678"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	1
			}, {
				""Radio"":	""5G"",
				""Index"":	8,
				""Enable"":	0,
				""SSID"":	""CMCC_fh5g4"",
				""SecurityMode"":	""MIXED-WPAPSK2"",
				""Encrypt"":	1,
				""Pwd"":	""12345678"",
				""MaxAssociateNum"":	72,
				""SSIDAdvertisementEnabled"":	1
			}]
	},
	""deviceId"":	""""
}",,,,,0,1,2025-10-28T14:25:11.255+0100,1761657911,255970,/apdevice/query/WiFiStatus,3,2944,1,2,2,2.05 Content,43837,db85,"{""CONTENT_FORMAT"": ""JSON""}"
111.59.22.208,3491117935,192.168.0.123,2063640768,0,41,udp,1,5683,51003,28,"{""respCode"":1}",,,,,0,1,2025-10-28T14:26:08.259+0100,1761657968,259800,/device/inform/requestSync,3,40,1,2,0,2.05 Content,32112,,"{""CONTENT_FORMAT"": ""TEXT""}"
118.100.139.34,579560566,192.168.0.123,2063640768,59165,48,udp,1,5683,35847,31,Method Not Allowed,,,,,0,1,2025-10-28T14:26:36.240+0100,1761657996,240093,/device/inform/change,3,46,1,2,0,4.05 Method Not Allowed,32112,,
